stage_number,stage_title,learning_card_code,card_index,card_title,card_objective,question_number,question_id,question_type,stem,correct_choice_id,correct_choice_text,correct_feedback,choice_1_id,choice_1_text,choice_1_is_correct,choice_1_feedback,choice_2_id,choice_2_text,choice_2_is_correct,choice_2_feedback,choice_3_id,choice_3_text,choice_3_is_correct,choice_3_feedback,choice_4_id,choice_4_text,choice_4_is_correct,choice_4_feedback,flags,suggested_action,priority,review_notes
2,Morning Commute,2.2,10,Prompt vs Response,Separate given prompt/context tokens from generated response tokens and explain that generated tokens are appended into the next inference context.,2,V02710-PROMPT-RESPONSE-Q2,model-trace,"After the model chooses one next response token, what does the next inference step see?",v02710-prompt-response-q2-correct,"The original prompt plus the response so far, including the newly appended token.",Insight strengthened. The context grows as generated response tokens are appended.,v02710-prompt-response-q2-correct,"The original prompt plus the response so far, including the newly appended token.",True,Insight strengthened. The context grows as generated response tokens are appended.,v02710-prompt-response-q2-only-new-token,"Only the newly chosen token, with the prompt removed.",False,Not quite. The next step can use the prompt and response-so-far that remain in context.,v02710-prompt-response-q2-weight-memory,A permanent memory of the token stored in model weights.,False,"Close, but using a token later in the run is context, not a weight update.",v02710-prompt-response-q2-softmax-removed,"No context, because softmax disappears after one token.",False,"Softmax can help choose a token, but the chosen token can still be appended to the next context.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
2,Morning Commute,2.2,10,Prompt vs Response,Separate given prompt/context tokens from generated response tokens and explain that generated tokens are appended into the next inference context.,3,V02710-PROMPT-RESPONSE-Q3,misconception-check,A generated response improves after the user adds a clarifying sentence. What changed most directly?,v02710-prompt-response-q3-correct,"The current prompt/context changed, so the next response tokens were generated from better input.",Good distinction. Better context can improve the current response without training the model.,v02710-prompt-response-q3-correct,"The current prompt/context changed, so the next response tokens were generated from better input.",True,Good distinction. Better context can improve the current response without training the model.,v02710-prompt-response-q3-finetuned,The model was fine-tuned by the clarifying sentence.,False,Not quite. A clarifying sentence can steer the current run; fine-tuning is additional training.,v02710-prompt-response-q3-conscious,The model understood its mistake like a person and decided to improve.,False,That gives the model too much mind. Better output can come from better context.,v02710-prompt-response-q3-no-effect,Prompts cannot affect generated response tokens.,False,"Close, but fixed weights still process different prompts into different response probabilities.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
2,Morning Commute,2.3,11,Tokenization,"Explain tokenization as turning text into model-readable chunks that may be words, word pieces, punctuation, or other units before ID lookup.",1,V02710-TOKENS-Q1,application,"A tokenizer splits “startled.” into pieces like “start”, “led”, and “.” What should that tell a learner?",v02710-tokens-q1-correct,"Tokens can be uneven text chunks, including word pieces and punctuation.","Good distinction. Tokens are model-readable chunks, not always whole words.",v02710-tokens-q1-correct,"Tokens can be uneven text chunks, including word pieces and punctuation.",True,"Good distinction. Tokens are model-readable chunks, not always whole words.",v02710-tokens-q1-whole-word,Every token must be a complete dictionary word.,False,"Not quite. Tokenizers can split words, punctuation, spaces, or other chunks.",v02710-tokens-q1-memory,Each token is a permanent memory stored in the model.,False,"This choice reveals a common mix-up. A token is a representation chunk, not memory by itself.",v02710-tokens-q1-concept,Each token is exactly one human concept.,False,"Close, but token boundaries do not perfectly match human concepts or meanings.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
2,Morning Commute,2.3,11,Tokenization,"Explain tokenization as turning text into model-readable chunks that may be words, word pieces, punctuation, or other units before ID lookup.",2,V02710-TOKENS-Q2,model-trace,"Before transformer layers process text, which tokens-to-IDs-to-embeddings path comes first?",v02710-tokens-q2-correct,"Text is split into tokens, tokens map to token IDs, and IDs look up embeddings.",Insight strengthened. Tokenization starts the bridge from text to numerical computation.,v02710-tokens-q2-correct,"Text is split into tokens, tokens map to token IDs, and IDs look up embeddings.",True,Insight strengthened. Tokenization starts the bridge from text to numerical computation.,v02710-tokens-q2-raw-english,Raw English sentences move through every layer without numerical representation.,False,"Not quite. The model needs numerical representations, starting with tokens and IDs.",v02710-tokens-q2-weights-first,Weights are rewritten before text becomes tokens.,False,"Close, but tokenization prepares the input; it does not rewrite weights.",v02710-tokens-q2-response-first,The model generates the finished response before tokenization happens.,False,Generation also uses tokens. Text needs token representation before model layers can process it.,,keep,low,
2,Morning Commute,2.3,11,Tokenization,"Explain tokenization as turning text into model-readable chunks that may be words, word pieces, punctuation, or other units before ID lookup.",3,V02710-TOKENS-Q3,boundary,Both the user prompt and the generated response eventually appear as text. How does tokenization treat them?,v02710-tokens-q3-correct,Prompt text and generated response text can both be represented as tokens.,Good distinction. Tokenization applies to text entering and leaving the generation loop.,v02710-tokens-q3-correct,Prompt text and generated response text can both be represented as tokens.,True,Good distinction. Tokenization applies to text entering and leaving the generation loop.,v02710-tokens-q3-prompt-only,Only prompt text becomes tokens; response text skips token IDs.,False,Not quite. Generated response tokens are token IDs before being displayed as text.,v02710-tokens-q3-response-only,Only response text becomes tokens; prompts stay as raw English.,False,"Close, but prompts also need token representation before model processing.",v02710-tokens-q3-training,Tokenizing either one permanently trains the model.,False,This choice reveals a common mix-up. Tokenization represents text; it does not update weights.,,keep,low,
2,Morning Commute,2.4,12,Token IDs,"Explain token IDs as lookup keys from token chunks to embedding rows, not meanings, memories, or source retrieval by themselves.",1,V02710-TOKEN-IDS-Q1,mechanism,"After tokenization, the token “dog” maps to an integer ID. What does the model use that ID for next?",v02710-token-ids-q1-correct,To look up a learned starting vector in the embedding table.,Good distinction. The ID is a lookup key for an embedding vector.,v02710-token-ids-q1-correct,To look up a learned starting vector in the embedding table.,True,Good distinction. The ID is a lookup key for an embedding vector.,v02710-token-ids-q1-meaning,To store the complete meaning of dog inside the number itself.,False,Not quite. The number itself is not the meaning; it points to learned numerical patterns.,v02710-token-ids-q1-memory,To permanently remember this user’s sentence.,False,This choice reveals a common mix-up. Token IDs represent chunks; they do not store a user memory.,v02710-token-ids-q1-skip,To skip embeddings and tensors entirely.,False,"Close, but the ID is a lookup key; embeddings and tensors still carry numerical representation forward.",,keep,low,
2,Morning Commute,2.4,12,Token IDs,"Explain token IDs as lookup keys from token chunks to embedding rows, not meanings, memories, or source retrieval by themselves.",2,V02710-TOKEN-IDS-Q2,boundary,A learner says “982 means cat because the ID is the meaning.” What correction is most model- literate?,v02710-token-ids-q2-correct,982 is a lookup number for a token; meaning comes from learned patterns around embeddings and model layers.,Insight strengthened. The ID points into the system; it is not understanding by itself.,v02710-token-ids-q2-correct,982 is a lookup number for a token; meaning comes from learned patterns around embeddings and model layers.,True,Insight strengthened. The ID points into the system; it is not understanding by itself.,v02710-token-ids-q2-conscious,982 means cat because the model consciously understands the number.,False,That gives the model too much mind. A lookup number does not imply conscious understanding.,v02710-token-ids-q2-truth,982 guarantees every sentence about cats will be true.,False,Not quite. Token IDs do not guarantee factual output.,v02710-token-ids-q2-random-every-run,982 is randomly redefined every time the user sends a prompt.,False,"Close, but token ID mappings are fixed for a tokenizer/model setup; sampling randomness is a different step.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
2,Morning Commute,2.4,12,Token IDs,"Explain token IDs as lookup keys from token chunks to embedding rows, not meanings, memories, or source retrieval by themselves.",3,V02710-TOKEN-IDS-Q3,model-trace,"During generation, the model chooses a next response token ID before the user sees text. What happens after that?",v02710-token-ids-q3-correct,The chosen ID can be displayed as text and appended as a response token in the current context.,Good distinction. Generated tokens are IDs before they become visible text.,v02710-token-ids-q3-correct,The chosen ID can be displayed as text and appended as a response token in the current context.,True,Good distinction. Generated tokens are IDs before they become visible text.,v02710-token-ids-q3-weight-update,The chosen ID permanently updates the model weights.,False,Not quite. The chosen token can affect the next context without changing weights.,v02710-token-ids-q3-raw-word,The model skips IDs and chooses only raw human words.,False,"Close, but the model works with token IDs before text is displayed.",v02710-token-ids-q3-retrieve-source,The ID retrieves the original training document for that word.,False,"This describes retrieval better than token ID lookup. Token IDs point to token representations, not original documents.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
2,Morning Commute,2.5,13,Embeddings,Distinguish an embedding as a learned starting vector retrieved from a durable embedding table from a temporary hidden state shaped by context.,1,V02712-EMBEDDINGS-Q1,mechanism,"The token ID for ""dog"" looks up a vector before the sentence context is processed. What is that vector?",v02712-embeddings-q1-correct,A learned starting vector from the embedding table.,Insight strengthened. The embedding is the token ID's learned numerical starting point.,v02712-embeddings-q1-correct,A learned starting vector from the embedding table.,True,Insight strengthened. The embedding is the token ID's learned numerical starting point.,v02712-embeddings-q1-2-hidden-state,The temporary hidden state after attention has read the sentence.,False,"That describes a later context-shaped vector, not the starting lookup.",v02712-embeddings-q1-3-token-id,"The integer ID itself, before any lookup happens.",False,"The ID is a lookup key, not the vector returned by the table.",v02712-embeddings-q1-4-definition,A human-readable dictionary definition stored in English.,False,"Embeddings are numerical vectors, not text definitions.",,keep,low,
2,Morning Commute,2.5,13,Embeddings,Distinguish an embedding as a learned starting vector retrieved from a durable embedding table from a temporary hidden state shaped by context.,2,V02712-EMBEDDINGS-Q2,boundary,The same token starts with one embedding but appears in two different sentences. What can make its later internal vector differ?,v02712-embeddings-q2-correct,Context and layers reshape it into different temporary hidden states.,Good distinction. Embeddings start the token; hidden states are shaped by context during inference.,v02712-embeddings-q2-correct,Context and layers reshape it into different temporary hidden states.,True,Good distinction. Embeddings start the token; hidden states are shaped by context during inference.,v02712-embeddings-q2-2-weight-update,The embedding table rewrites itself during ordinary inference.,False,Ordinary inference usually uses fixed learned weights.,v02712-embeddings-q2-3-token-id,The token ID changes meaning by becoming a new integer.,False,The ID remains a lookup key; later vectors carry contextual information.,v02712-embeddings-q2-4-memory,The model stores a permanent memory of each sentence.,False,Temporary hidden states are not permanent memories.,premature_jargon:hidden state,revise,high,Either replace future-stage jargon with plain language or add a brief explanation in the stem/feedback.
2,Morning Commute,2.6,14,Vectors,"Explain vectors as numerical representations with distributed features and distinguish vectors from scalar IDs, tensors, and human-readable labels.",1,V02712-VECTORS-Q1,mechanism,A learner sees a long row of numbers representing a token. What makes it a vector in the model trace?,v02712-vectors-q1-correct,It is an ordered numerical representation the model can compute with.,Insight strengthened. Vectors let the model carry many numerical features at once.,v02712-vectors-q1-correct,It is an ordered numerical representation the model can compute with.,True,Insight strengthened. Vectors let the model carry many numerical features at once.,v02712-vectors-q1-2-token-id,It is a single integer lookup key.,False,"That describes a token ID, not a vector of many values.",v02712-vectors-q1-3-tensor,It is a shaped block with several axes such as tokens and features.,False,That is closer to a tensor; a vector is one-dimensional.,v02712-vectors-q1-4-token,It is the visible word shown to the user.,False,Visible text is converted before the model computes with vectors.,,keep,low,
2,Morning Commute,2.6,14,Vectors,"Explain vectors as numerical representations with distributed features and distinguish vectors from scalar IDs, tensors, and human-readable labels.",2,V02712-VECTORS-Q2,misconception-check,"A vector dimension feels tempting to label as ""humor"" or ""truth."" What should the learner remember?",v02712-vectors-q2-correct,"Features are distributed across many dimensions, not usually one clean human label per dimension.","Good distinction. Vector meaning is spread out and computed, not stored as neat labels.",v02712-vectors-q2-correct,"Features are distributed across many dimensions, not usually one clean human label per dimension.",True,"Good distinction. Vector meaning is spread out and computed, not stored as neat labels.",v02712-vectors-q2-2-feature,Each dimension is a named English category.,False,That makes distributed features too literal.,v02712-vectors-q2-3-memory,Each vector is a saved chat memory.,False,A vector representation is not a stored conversation.,v02712-vectors-q2-4-citation,Each vector is a complete citation to a source.,False,Vectors do not carry source citations by themselves.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
2,Morning Commute,2.6,14,Vectors,"Explain vectors as numerical representations with distributed features and distinguish vectors from scalar IDs, tensors, and human-readable labels.",3,V02712-VECTORS-Q3,boundary,An embedding row and a hidden state can both be vectors. Which boundary matters?,v02712-vectors-q3-correct,One can be a durable learned parameter; the other is temporary during a model run.,"Good boundary. Some vectors live in learned model data, while others are temporary activations.",v02712-vectors-q3-correct,One can be a durable learned parameter; the other is temporary during a model run.,True,"Good boundary. Some vectors live in learned model data, while others are temporary activations.",v02712-vectors-q3-2-memory,Both are permanent memories of the user conversation.,False,"Conversation memory is a different product feature, not what these vectors are.",v02712-vectors-q3-3-token-id,Both are token IDs before embedding lookup.,False,"A token ID is a scalar lookup key, not the vector itself.",v02712-vectors-q3-4-response-token,Both are visible words after generation.,False,"Visible text is the display side, not the internal vector state.",possible_correct_answer_length_bias|premature_jargon:hidden state,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Either replace future-stage jargon with plain language or add a brief explanation in the stem/feedback.
2,Morning Commute,2.7,15,Tensors,Explain tensors as shaped numerical blocks that organize many token vectors and features for layer operations.,1,V02712-TENSORS-Q1,mechanism,A model processes many token vectors arranged by token position and feature dimension. What makes that structure a tensor?,v02712-tensors-q1-correct,It is a shaped numerical block with dimensions the model operations can use.,"Insight strengthened. Tensors organize numbers so layers can process positions, features, batches, or heads.",v02712-tensors-q1-correct,It is a shaped numerical block with dimensions the model operations can use.,True,"Insight strengthened. Tensors organize numbers so layers can process positions, features, batches, or heads.",v02712-tensors-q1-2-token-id,It is one token ID for one word piece.,False,"A token ID is a lookup key, not a shaped numerical block.",v02712-tensors-q1-3-rule-based-ai,It is a rule written by a programmer.,False,"A tensor is data the model computes over, not an if-then rule.",v02712-tensors-q1-4-memory,It is a permanent memory of every prompt.,False,"Tensors can be temporary activations or learned parameters, not conversation memory by default.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
2,Morning Commute,2.7,15,Tensors,Explain tensors as shaped numerical blocks that organize many token vectors and features for layer operations.,2,V02712-TENSORS-Q2,boundary,"During training, a weight tensor changes. During inference, an activation tensor appears briefly. Which distinction is most useful?",v02712-tensors-q2-correct,Weight tensors can be durable learned parameters; activation tensors are temporary run-time values.,"Good distinction. Tensor names can describe shape, while durability depends on whether the tensor is a parameter or an activation.",v02712-tensors-q2-correct,Weight tensors can be durable learned parameters; activation tensors are temporary run-time values.,True,"Good distinction. Tensor names can describe shape, while durability depends on whether the tensor is a parameter or an activation.",v02712-tensors-q2-2-activation,All tensors are temporary and vanish after every token.,False,That ignores learned parameter tensors.,v02712-tensors-q2-3-memory,All tensors are permanent and become model memory.,False,That ignores temporary activation tensors.,v02712-tensors-q2-4-token,Tensors are only visible words arranged in rows.,False,"The model uses numerical arrays, not visible text tables.",possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
3,Workday,3.1,16,Attention,"Explain attention as temporary weighted relevance between token positions that shapes hidden states, not human awareness or final token choice by itself.",1,V02712-ATTENTION-Q1,application,"In ""The dog chased the ball because it bounced,"" the model must relate ""it"" to earlier tokens. What is attention doing?",v02712-attention-q1-correct,Weighting relevance between token positions in the current context.,"Insight strengthened. Attention is weighted relevance between positions, not awareness.",v02712-attention-q1-correct,Weighting relevance between token positions in the current context.,True,"Insight strengthened. Attention is weighted relevance between positions, not awareness.",v02712-attention-q1-2-awareness,Giving the model conscious focus on the sentence.,False,"Attention here is a calculation, not human attention.",v02712-attention-q1-3-sampling,Choosing the final next token from probabilities.,False,Sampling happens later after scores become probabilities.,v02712-attention-q1-4-weight-update,Rewriting the model weights to remember the sentence.,False,The attention pattern is temporary during inference.,,keep,low,
3,Workday,3.1,16,Attention,"Explain attention as temporary weighted relevance between token positions that shapes hidden states, not human awareness or final token choice by itself.",2,V02712-ATTENTION-Q2,boundary,A learner says attention is permanent memory because it links words. What is the better boundary?,v02712-attention-q2-correct,"Learned attention weights are durable, but the attention pattern for one prompt is temporary.",Good boundary. The current relevance pattern is made for this run and does not become stored memory by itself.,v02712-attention-q2-correct,"Learned attention weights are durable, but the attention pattern for one prompt is temporary.",True,Good boundary. The current relevance pattern is made for this run and does not become stored memory by itself.,v02712-attention-q2-2-memory,Every attention link becomes a saved user memory.,False,Temporary relevance patterns are not saved memory.,v02712-attention-q2-3-retrieval,Attention is the same as a retrieval system searching documents.,False,Retrieval can add text to context; attention works inside the model over positions.,v02712-attention-q2-4-hidden-state,Attention replaces the need for hidden states.,False,Attention helps shape hidden states rather than replacing them.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
3,Workday,3.1,16,Attention,"Explain attention as temporary weighted relevance between token positions that shapes hidden states, not human awareness or final token choice by itself.",3,V02712-ATTENTION-Q3,boundary,Attention and the MLP both appear inside transformer layers. Which contrast is most accurate?,v02712-attention-q3-correct,Attention mixes information across positions; the MLP reshapes features within each position.,Good distinction. The two operations help in different ways inside a layer.,v02712-attention-q3-correct,Attention mixes information across positions; the MLP reshapes features within each position.,True,Good distinction. The two operations help in different ways inside a layer.,v02712-attention-q3-2-mlp,Attention reshapes features within one position while the MLP searches documents.,False,That swaps the roles and adds retrieval where it does not belong.,v02712-attention-q3-3-sampling,Attention chooses the next token while the MLP converts logits to probabilities.,False,Next-token choice and softmax happen later in the Decision Room.,v02712-attention-q3-4-awareness,Attention is human awareness while the MLP is moral judgment.,False,"Both are computations, not mental or moral faculties.",,keep,low,
3,Workday,3.1,16,Attention,"Explain attention as temporary weighted relevance between token positions that shapes hidden states, not human awareness or final token choice by itself.",4,V02712-ATTENTION-Q4,model-trace,"After tokens become vectors and tensors, where does attention fit in the workday stage?",v02712-attention-q4-correct,"Inside transformer layers, helping shape temporary hidden states from the current context.",Insight strengthened. Attention is one layer operation in the forward pass.,v02712-attention-q4-correct,"Inside transformer layers, helping shape temporary hidden states from the current context.",True,Insight strengthened. Attention is one layer operation in the forward pass.,v02712-attention-q4-2-tokenization,"Before tokenization, deciding how text should be split.",False,Tokenization happens before vectors and layers.,v02712-attention-q4-3-memory,"After sampling, permanently storing the answer.",False,Attention is not post-response storage.,v02712-attention-q4-4-rag,"Outside the model, searching every connected file.",False,"That describes retrieval, not attention inside layers.",possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
3,Workday,3.2,17,MLP,"Explain the MLP as per-token feature reshaping inside each layer, distinct from attention mixing across token positions.",1,V02712-MLP-Q1,mechanism,"After attention has mixed information across token positions, a layer reshapes each position's feature vector. Which component is doing that work?",v02712-mlp-q1-correct,"The MLP, using learned weights to transform features at each token position.",Insight strengthened. The MLP is per-position feature reshaping inside the layer.,v02712-mlp-q1-correct,"The MLP, using learned weights to transform features at each token position.",True,Insight strengthened. The MLP is per-position feature reshaping inside the layer.,v02712-mlp-q1-2-attention,"Attention, because attention is the per-token feature reshaper.",False,Attention mainly handles relevance across positions.,v02712-mlp-q1-3-sampling,"Sampling, because sampling rewrites features before softmax.",False,Sampling chooses a token later; it does not reshape layer features.,v02712-mlp-q1-4-retrieval,"Retrieval, because retrieval searches private files for features.",False,"Retrieval is an outside-system step, not the MLP operation.",,keep,low,
3,Workday,3.2,17,MLP,"Explain the MLP as per-token feature reshaping inside each layer, distinct from attention mixing across token positions.",2,V02712-MLP-Q2,boundary,"The MLP has learned weights, but the feature values it produces during one answer are temporary. What does that mean?",v02712-mlp-q2-correct,The learned MLP parameters persist; the activations for this prompt do not.,Good boundary. Durable weights and temporary activations are different parts of the same operation.,v02712-mlp-q2-correct,The learned MLP parameters persist; the activations for this prompt do not.,True,Good boundary. Durable weights and temporary activations are different parts of the same operation.,v02712-mlp-q2-2-weight-update,Every activation becomes a new model weight.,False,Ordinary inference does not turn activations into weight updates.,v02712-mlp-q2-3-parameter,The MLP has no learned parameters at all.,False,The MLP uses learned weights even during inference.,v02712-mlp-q2-4-memory,The MLP stores the user prompt as permanent memory.,False,Temporary activations are not user memory.,possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
3,Workday,3.2,17,MLP,"Explain the MLP as per-token feature reshaping inside each layer, distinct from attention mixing across token positions.",3,V02712-MLP-Q3,misconception-check,A learner says the MLP is what links pronouns to earlier nouns. What nearby concept are they probably mixing in?,v02712-mlp-q3-correct,"Attention, because attention weights relevance between token positions.",Good distinction. Pronoun-style cross-position relevance belongs to attention more than the MLP.,v02712-mlp-q3-correct,"Attention, because attention weights relevance between token positions.",True,Good distinction. Pronoun-style cross-position relevance belongs to attention more than the MLP.,v02712-mlp-q3-2-softmax,"Softmax, because softmax links words across the context.",False,Softmax converts scores to probabilities later.,v02712-mlp-q3-3-token-id,"Token IDs, because IDs compare sentence positions.",False,"IDs are lookup numbers, not cross-position relevance.",v02712-mlp-q3-4-fine-tuning,"Fine-tuning, because every pronoun link updates weights.",False,Fine-tuning is training; this is an inference-time operation.,,keep,low,
3,Workday,3.3,18,Layers,Explain transformer layers as repeated attention-plus-MLP transformations that refine temporary hidden states without implying human thought steps.,1,V02712-LAYERS-Q1,mechanism,A transformer block repeats attention and MLP operations. What is being refined as the prompt moves through layers?,v02712-layers-q1-correct,Temporary hidden states for each token position.,Insight strengthened. Layers repeatedly transform internal states during the forward pass.,v02712-layers-q1-correct,Temporary hidden states for each token position.,True,Insight strengthened. Layers repeatedly transform internal states during the forward pass.,v02712-layers-q1-2-training-data,The original training dataset.,False,The dataset is not being edited during inference.,v02712-layers-q1-3-interface,The user interface around the model.,False,"The UI may wrap the model, but layers are internal model operations.",v02712-layers-q1-4-memory,A permanent memory of the conversation.,False,Hidden states are temporary unless another system stores information separately.,,keep,low,
3,Workday,3.3,18,Layers,Explain transformer layers as repeated attention-plus-MLP transformations that refine temporary hidden states without implying human thought steps.,2,V02712-LAYERS-Q2,boundary,"Layer weights are reused across many prompts, while hidden states appear for one run. Which boundary matters?",v02712-layers-q2-correct,Durable learned layer parameters are different from temporary layer activations.,"Good distinction. A layer contains learned weights, but each prompt creates temporary values.",v02712-layers-q2-correct,Durable learned layer parameters are different from temporary layer activations.,True,"Good distinction. A layer contains learned weights, but each prompt creates temporary values.",v02712-layers-q2-2-weight-update,Every layer activation becomes durable training.,False,Activations during inference usually do not update weights.,v02712-layers-q2-3-parameter,Layer weights vanish after each response.,False,Learned parameters are reused in future runs.,v02712-layers-q2-4-response,Layers are only visible paragraphs in the answer.,False,"Layers are internal computations, not the displayed response.",possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
3,Workday,3.3,18,Layers,Explain transformer layers as repeated attention-plus-MLP transformations that refine temporary hidden states without implying human thought steps.,3,V02712-LAYERS-Q3,misconception-check,A learner imagines each layer as a human-like thought step. What should replace that picture?,v02712-layers-q3-correct,"Layers are repeated numerical transformations, not conscious reasoning steps.",Good myth repair. Layer depth can support complex computation without implying human thought.,v02712-layers-q3-correct,"Layers are repeated numerical transformations, not conscious reasoning steps.",True,Good myth repair. Layer depth can support complex computation without implying human thought.,v02712-layers-q3-2-consciousness,Each layer is a separate conscious agent debating the answer.,False,That adds minds where there are computations.,v02712-layers-q3-3-retrieval,Each layer performs a live web search.,False,Retrieval is outside the layer stack unless a system adds it.,v02712-layers-q3-4-alignment,Each layer stores a moral rule chosen by the user.,False,Policy behavior is not the same as each layer being a moral rule.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
3,Workday,3.3,18,Layers,Explain transformer layers as repeated attention-plus-MLP transformations that refine temporary hidden states without implying human thought steps.,4,V02712-LAYERS-Q4,model-trace,Why do residual paths and normalization matter in a simplified layer map?,v02712-layers-q4-correct,They help useful signal carry forward while attention and MLP transformations repeat.,"Insight strengthened. The layer stack is a pattern of transformations, not one single operation.",v02712-layers-q4-correct,They help useful signal carry forward while attention and MLP transformations repeat.,True,"Insight strengthened. The layer stack is a pattern of transformations, not one single operation.",v02712-layers-q4-2-sampling,They are the steps that sample the final token.,False,Sampling happens after the layer stack produces next-token scores.,v02712-layers-q4-3-rag,They are retrieval indexes for outside documents.,False,Retrieval indexes are outside the transformer layer operations.,v02712-layers-q4-4-training,They permanently add user corrections into weights.,False,Training updates weights; ordinary layer flow does not.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
3,Workday,3.4,19,Hidden States,"Distinguish hidden states as temporary context-shaped internal vectors created during inference from embeddings, weights, visible text, and memory.",1,V02712-HIDDEN-STATES-Q1,application,"The same token ""bank"" appears in two different sentences. Why can its later hidden state differ even if its starting embedding is similar?",v02712-hidden-states-q1-correct,Context and layer operations shape a temporary vector for that token position.,Insight strengthened. Hidden states are internal vectors shaped by the current context.,v02712-hidden-states-q1-correct,Context and layer operations shape a temporary vector for that token position.,True,Insight strengthened. Hidden states are internal vectors shaped by the current context.,v02712-hidden-states-q1-2-token-id,The token ID changes into a new permanent ID.,False,The token ID is a lookup key; hidden states carry contextual information.,v02712-hidden-states-q1-3-memory,The model saves both sentences as memories.,False,Temporary hidden states are not saved memories by themselves.,v02712-hidden-states-q1-4-tokenization,The tokenizer splits the word only after attention.,False,Tokenization happens before embeddings and layers.,possible_correct_answer_length_bias,revise,high,Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete.
3,Workday,3.4,19,Hidden States,"Distinguish hidden states as temporary context-shaped internal vectors created during inference from embeddings, weights, visible text, and memory.",2,V02712-HIDDEN-STATES-Q2,mechanism,"What does ""hidden"" mean in hidden state?",v02712-hidden-states-q2-correct,"The state is internal numerical data, not visible text shown to the user.",Good distinction. Hidden states are model-internal activations.,v02712-hidden-states-q2-correct,"The state is internal numerical data, not visible text shown to the user.",True,Good distinction. Hidden states are model-internal activations.,v02712-hidden-states-q2-2-thought,The model is hiding secret English thoughts.,False,"Hidden states are numbers, not encrypted inner speech.",v02712-hidden-states-q2-3-source,The state is a private source document.,False,A hidden state is not a stored document.,v02712-hidden-states-q2-4-guardrail,The state is a policy filter outside the model.,False,"Policy filters are product controls, not internal hidden states.",generic_stem_needs_mechanism|possible_correct_answer_length_bias|thin_wrong_feedback,revise,high,Name the mechanism or scenario in the stem so it stands alone outside the learning card. Shorten the correct answer or lengthen/tighten distractors so the correct choice is not obviously more complete. Expand short wrong-answer feedback so it explains the misconception boundary.
3,Workday,3.4,19,Hidden States,"Distinguish hidden states as temporary context-shaped internal vectors created during inference from embeddings, weights, visible text, and memory.",3,V02712-HIDDEN-STATES-Q3,boundary,"During ordinary inference, how durable are hidden states?",v02712-hidden-states-q3-correct,They are temporary activations for the current run.,Good boundary. Hidden states appear during the forward pass and are not durable weight changes.,v02712-hidden-states-q3-correct,They are temporary activations for the current run.,True,Good boundary. Hidden states appear during the forward pass and are not durable weight changes.,v02712-hidden-states-q3-2-weight-update,They permanently update the base model after each answer.,False,"That would be training, not ordinary inference.",v02712-hidden-states-q3-3-memory,They are the saved user profile for future chats.,False,"A product may store memory separately, but hidden states are temporary.",v02712-hidden-states-q3-4-training-data,They are the original examples used in pretraining.,False,Training data is not the current hidden state.,,keep,low,
