stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
2,Morning Commute,2.2,prompt-response,Prompt vs Response,1,v02710-prompt-response-q1,boundary,1,v02710-prompt-response-q1-correct,true,Prompt tokens are given; response tokens are generated and appended to context.,Good distinction. Prompt is given; response is generated and appended.,,,,
2,Morning Commute,2.2,prompt-response,Prompt vs Response,1,v02710-prompt-response-q1,boundary,2,v02710-prompt-response-q1-all-user,false,Both prompt and response tokens were typed by the user.,"Not quite. The user provides the prompt; the model generates response tokens. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",prompt vs generated response,response,same-card,Tempting because both can appear together in the conversation transcript.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,1,v02710-prompt-response-q1,boundary,3,v02710-prompt-response-q1-all-at-once,false,The model writes the whole response at once after reading the prompt.,"Close, but the model generates response tokens step by step. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",autoregressive generation vs full answer at once,autoregression,same-card,Tempting because the interface may show a smooth answer.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,1,v02710-prompt-response-q1,boundary,4,v02710-prompt-response-q1-weight-update,false,Each response token permanently updates the model’s weights.,This choice reveals a common mix-up. Response tokens can shape the current run without updating weights.,generated context vs durable training,training,nearby-stage,Tempting because response-so-far shapes later tokens.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,2,v02710-prompt-response-q2,model-trace,1,v02710-prompt-response-q2-correct,true,"The original prompt plus the response so far, including the new token.",Insight strengthened. The context grows as generated response tokens are appended.,,,,
2,Morning Commute,2.2,prompt-response,Prompt vs Response,2,v02710-prompt-response-q2,model-trace,2,v02710-prompt-response-q2-only-new-token,false,"Only the newly chosen token, with the prompt removed.",Not quite. The next step can use the prompt and response-so-far that remain in context.,context accumulation vs isolated token,context window,same-card,Tempting because the new token is the most recent event.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,2,v02710-prompt-response-q2,model-trace,3,v02710-prompt-response-q2-weight-memory,false,A permanent memory of the token stored in model weights.,"Close, but using a token later in the run is context, not a weight update. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",response-so-far vs weight memory,weight,nearby-stage,Tempting because the model uses the new token later.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,2,v02710-prompt-response-q2,model-trace,4,v02710-prompt-response-q2-softmax-removed,false,"No context, because softmax disappears after one token.","Softmax can help choose a token, but the chosen token can still be appended to the next context.",decoding step vs context persistence,softmax,nearby-stage,Tempting because softmax is a later token-choice mechanism.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,3,v02710-prompt-response-q3,misconception-check,1,v02710-prompt-response-q3-correct,true,Better current context helped the next response tokens come from better input.,Good distinction. Better context can improve the current response without training the model.,,,,
2,Morning Commute,2.2,prompt-response,Prompt vs Response,3,v02710-prompt-response-q3,misconception-check,2,v02710-prompt-response-q3-finetuned,false,The model was fine-tuned by the clarifying sentence.,Not quite. A clarifying sentence can steer the current run; fine-tuning is additional training.,prompt steering vs fine-tuning,fine-tuning,same-stage,Tempting because the answer improves after feedback.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,3,v02710-prompt-response-q3,misconception-check,3,v02710-prompt-response-q3-conscious,false,The model understood its mistake like a person and decided to improve.,"That gives the model too much mind. Better output can come from better context. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",human revision vs generated behavior,llm,explicit-confusable,Tempting because the interaction resembles human revision.
2,Morning Commute,2.2,prompt-response,Prompt vs Response,3,v02710-prompt-response-q3,misconception-check,4,v02710-prompt-response-q3-no-effect,false,Prompts cannot affect generated response tokens.,"Close, but fixed weights still process different prompts into different response probabilities.",prompt influence vs fixed weights,prompt,same-card,Tempting because weights stay fixed during inference.
2,Morning Commute,2.3,tokens,Tokenization,1,v02710-tokens-q1,application,1,v02710-tokens-q1-correct,true,"Tokens can be uneven chunks: words, word pieces, or punctuation.","Good distinction. Tokens are model-readable chunks, not always whole words.",,,,
2,Morning Commute,2.3,tokens,Tokenization,1,v02710-tokens-q1,application,2,v02710-tokens-q1-whole-word,false,Every token must be a complete dictionary word.,"Not quite. Tokenizers can split words, punctuation, spaces, or other chunks. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",token vs word,token,same-card,Tempting because many displayed tokens look word-like.
2,Morning Commute,2.3,tokens,Tokenization,1,v02710-tokens-q1,application,3,v02710-tokens-q1-memory,false,Each token is a permanent memory stored in the model.,"This choice reveals a common mix-up. A token is a representation chunk, not memory by itself.",token vs memory,memory,author-created misconception,Tempting because tokens are reused in later processing.
2,Morning Commute,2.3,tokens,Tokenization,1,v02710-tokens-q1,application,4,v02710-tokens-q1-concept,false,Each token is exactly one human concept.,"Close, but token boundaries do not perfectly match human concepts or meanings. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",token chunk vs meaning/concept,embedding,nearby-stage,Tempting because tokens often carry meaning clues.
2,Morning Commute,2.3,tokens,Tokenization,2,v02710-tokens-q2,model-trace,1,v02710-tokens-q2-correct,true,"Text is split into tokens, tokens map to token IDs, and IDs look up embeddings.",Insight strengthened. Tokenization starts the bridge from text to numerical computation.,,,,
2,Morning Commute,2.3,tokens,Tokenization,2,v02710-tokens-q2,model-trace,2,v02710-tokens-q2-raw-english,false,Raw English sentences move through every layer without numerical representation.,"Not quite. The model needs numerical representations, starting with tokens and IDs. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",raw text vs numerical representation,tokenization,same-card,Tempting because users see text at the interface.
2,Morning Commute,2.3,tokens,Tokenization,2,v02710-tokens-q2,model-trace,3,v02710-tokens-q2-weights-first,false,Weights are rewritten before text becomes tokens.,"Close, but tokenization prepares the input; it does not rewrite weights. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",tokenization vs training update,weight,nearby-stage,Tempting because weights are central to the model.
2,Morning Commute,2.3,tokens,Tokenization,2,v02710-tokens-q2,model-trace,4,v02710-tokens-q2-response-first,false,The model generates the finished response before tokenization happens.,Generation also uses tokens. Text needs token representation before model layers can process it.,generation order vs tokenization,response,same-stage,Tempting because users notice the final text first.
2,Morning Commute,2.3,tokens,Tokenization,3,v02710-tokens-q3,boundary,1,v02710-tokens-q3-correct,true,Prompt text and generated response text can both be represented as tokens.,Good distinction. Tokenization applies to text entering and leaving the generation loop.,,,,
2,Morning Commute,2.3,tokens,Tokenization,3,v02710-tokens-q3,boundary,2,v02710-tokens-q3-prompt-only,false,Only prompt text becomes tokens; response text skips token IDs.,"Not quite. Generated response tokens are token IDs before being displayed as text. This confuses lookup handles with meaning; token IDs point to entries, while later vectors and layers do the contextual work.",prompt token vs response token,response token,same-card,Tempting because the user sees the response as text.
2,Morning Commute,2.3,tokens,Tokenization,3,v02710-tokens-q3,boundary,3,v02710-tokens-q3-response-only,false,Only response text becomes tokens; prompts stay as raw English.,"Close, but prompts also need token representation before model processing. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",prompt token vs raw prompt,prompt token,same-card,Tempting because prompts feel natural to humans.
2,Morning Commute,2.3,tokens,Tokenization,3,v02710-tokens-q3,boundary,4,v02710-tokens-q3-training,false,Tokenizing either one permanently trains the model.,This choice reveals a common mix-up. Tokenization represents text; it does not update weights.,tokenization vs training,training,nearby-stage,Tempting because tokenization is a required model step.
2,Morning Commute,2.4,token-ids,Token IDs,1,v02710-token-ids-q1,mechanism,1,v02710-token-ids-q1-correct,true,To look up a learned starting vector in the embedding table.,Good distinction. The ID is a lookup key for an embedding vector.,,,,
2,Morning Commute,2.4,token-ids,Token IDs,1,v02710-token-ids-q1,mechanism,2,v02710-token-ids-q1-meaning,false,To store the complete meaning of dog inside the number itself.,Not quite. The number itself is not the meaning; it points to learned numerical patterns.,ID number vs learned meaning pattern,token ID,same-card,Tempting because the ID consistently points to that token.
2,Morning Commute,2.4,token-ids,Token IDs,1,v02710-token-ids-q1,mechanism,3,v02710-token-ids-q1-memory,false,To permanently remember this user’s sentence.,This choice reveals a common mix-up. Token IDs represent chunks; they do not store a user memory.,representation vs durable memory,memory,author-created misconception,Tempting because IDs are reusable in model processing.
2,Morning Commute,2.4,token-ids,Token IDs,1,v02710-token-ids-q1,mechanism,4,v02710-token-ids-q1-skip,false,To skip embeddings and tensors entirely.,"Close, but the ID is a lookup key; embeddings and tensors still carry numerical representation forward.",token ID vs embedding/tensor pipeline,embedding,same-card,Tempting because the ID is already numeric.
2,Morning Commute,2.4,token-ids,Token IDs,2,v02710-token-ids-q2,boundary,1,v02710-token-ids-q2-correct,true,"982 is a lookup number; meaning comes from embeddings, layers, and context.",Insight strengthened. The ID points into the system; it is not understanding by itself.,,,,
2,Morning Commute,2.4,token-ids,Token IDs,2,v02710-token-ids-q2,boundary,2,v02710-token-ids-q2-conscious,false,982 means cat because the model consciously understands the number.,That gives the model too much mind. A lookup number does not imply conscious understanding.,ID/meaning vs consciousness,llm,explicit-confusable,Tempting because the model uses the ID fluently.
2,Morning Commute,2.4,token-ids,Token IDs,2,v02710-token-ids-q2,boundary,3,v02710-token-ids-q2-truth,false,982 guarantees every sentence about cats will be true.,"Not quite. Token IDs do not guarantee factual output. This treats fluency, confidence, or probability as proof; likely text still needs evidence when accuracy matters.",token ID vs truth,truth,nearby-stage,Tempting because the token has a stable identity.
2,Morning Commute,2.4,token-ids,Token IDs,2,v02710-token-ids-q2,boundary,4,v02710-token-ids-q2-random-every-run,false,982 is randomly redefined every time the user sends a prompt.,"Close, but token ID mappings are fixed for a tokenizer/model setup; sampling randomness is a different step.",stable tokenizer mapping vs per-run randomness,tokenizer,same-card,Tempting because sampling can be random later.
2,Morning Commute,2.4,token-ids,Token IDs,3,v02710-token-ids-q3,model-trace,1,v02710-token-ids-q3-correct,true,The chosen ID can display as text and append as a response token.,Good distinction. Generated tokens are IDs before they become visible text.,,,,
2,Morning Commute,2.4,token-ids,Token IDs,3,v02710-token-ids-q3,model-trace,2,v02710-token-ids-q3-weight-update,false,The chosen ID permanently updates the model weights.,"Not quite. The chosen token can affect the next context without changing weights. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",generated token vs training update,weight,nearby-stage,Tempting because the token affects the next step.
2,Morning Commute,2.4,token-ids,Token IDs,3,v02710-token-ids-q3,model-trace,3,v02710-token-ids-q3-raw-word,false,The model skips IDs and chooses only raw human words.,"Close, but the model works with token IDs before text is displayed. This confuses lookup handles with meaning; token IDs point to entries, while later vectors and layers do the contextual work.",token IDs vs raw text generation,token,same-card,Tempting because users see words on screen.
2,Morning Commute,2.4,token-ids,Token IDs,3,v02710-token-ids-q3,model-trace,4,v02710-token-ids-q3-retrieve-source,false,The ID retrieves the original training document for that word.,"This describes retrieval better than token ID lookup. Token IDs point to token representations, not original documents.",token ID lookup vs retrieval/source,retrieval,nearby-stage,Tempting because lookup sounds like fetching a source.
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,1,v02712-embeddings-q1-correct,true,A learned starting vector from the embedding table.,Insight strengthened. The embedding is the token ID's learned numerical starting point.,,,,
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,2,v02712-embeddings-q1-2-hidden-state,false,The temporary hidden state after attention has read the sentence.,"That describes a later context-shaped vector, not the starting lookup. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.",The temporary hidden state after attention has read the sentence.,hidden state,explicit-confusable,"Plausible because hidden state is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,3,v02712-embeddings-q1-3-token-id,false,"The integer ID itself, before any lookup happens.","The ID is a lookup key, not the vector returned by the table. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.","The integer ID itself, before any lookup happens.",token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,4,v02712-embeddings-q1-4-definition,false,A human-readable dictionary definition stored in English.,"Embeddings are numerical vectors, not text definitions. This confuses lookup handles with meaning; token IDs point to entries, while later vectors and layers do the contextual work.",A human-readable dictionary definition stored in English.,definition,explicit-confusable,"Plausible because definition is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,1,v02712-embeddings-q2-correct,true,Context and layers reshape the starting vector into a temporary internal state.,Good distinction. Embeddings start the token; hidden states are shaped by context during inference.,,,,
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,2,v02712-embeddings-q2-2-weight-update,false,The embedding table rewrites itself during ordinary inference.,"Ordinary inference usually uses fixed learned weights. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",The embedding table rewrites itself during ordinary inference.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,3,v02712-embeddings-q2-3-token-id,false,The token ID changes meaning by becoming a new integer.,The ID remains a lookup key; later vectors carry contextual information. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,The token ID changes meaning by becoming a new integer.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,4,v02712-embeddings-q2-4-memory,false,The model stores a permanent memory of each sentence.,"Temporary hidden states are not permanent memories. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",The model stores a permanent memory of each sentence.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,1,v02712-vectors-q1-correct,true,It is an ordered numerical representation the model can compute with.,Insight strengthened. Vectors let the model carry many numerical features at once.,,,,
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,2,v02712-vectors-q1-2-token-id,false,It is a single integer lookup key.,"That describes a token ID, not a vector of many values. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",It is a single integer lookup key.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,3,v02712-vectors-q1-3-tensor,false,It is a shaped block with several axes such as tokens and features.,"That is closer to a tensor; a vector is one-dimensional. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",It is a shaped block with several axes such as tokens and features.,tensor,explicit-confusable,"Plausible because tensor is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,4,v02712-vectors-q1-4-token,false,It is the visible word shown to the user.,"Visible text is converted before the model computes with vectors. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",It is the visible word shown to the user.,token,explicit-confusable,"Plausible because token is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,1,v02712-vectors-q2-correct,true,"Features are distributed across dimensions, not one label each.","Good distinction. Vector meaning is spread out and computed, not stored as neat labels.",,,,
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,2,v02712-vectors-q2-2-feature,false,Each dimension is a named English category.,"That makes distributed features too literal. This treats fluency, confidence, or probability as proof; likely text still needs evidence when accuracy matters.",Each dimension is a named English category.,feature,explicit-confusable,"Plausible because feature is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,3,v02712-vectors-q2-3-memory,false,Each vector is a saved chat memory.,"A vector representation is not a stored conversation. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Each vector is a saved chat memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,4,v02712-vectors-q2-4-citation,false,Each vector is a complete citation to a source.,Vectors do not carry source citations by themselves. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.,Each vector is a complete citation to a source.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,1,v02712-vectors-q3-correct,true,One vector can be learned; another can be temporary.,"Good boundary. Some vectors live in learned model data, while others are temporary activations.",,,,
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,2,v02712-vectors-q3-2-memory,false,Both are permanent memories of the user conversation.,"Conversation memory is a different product feature, not what these vectors are. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Both are permanent memories of the user conversation.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,3,v02712-vectors-q3-3-token-id,false,Both are token IDs before embedding lookup.,"A token ID is a scalar lookup key, not the vector itself. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.",Both are token IDs before embedding lookup.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,4,v02712-vectors-q3-4-response-token,false,Both are visible words after generation.,"Visible text is the display side, not the internal vector state. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",Both are visible words after generation.,response token,explicit-confusable,"Plausible because response token is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,1,v02712-tensors-q1-correct,true,A tensor is a shaped block of numbers for model operations.,"Insight strengthened. Tensors organize numbers so layers can process positions, features, batches, or heads.",,,,
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,2,v02712-tensors-q1-2-token-id,false,It is one token ID for one word piece.,"A token ID is a lookup key, not a shaped numerical block. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.",It is one token ID for one word piece.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,3,v02712-tensors-q1-3-rule-based-ai,false,It is a rule written by a programmer.,"A tensor is data the model computes over, not an if-then rule. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",It is a rule written by a programmer.,rule-based AI,explicit-confusable,"Plausible because rule-based AI is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,4,v02712-tensors-q1-4-memory,false,It is a permanent memory of every prompt.,"Tensors can be temporary activations or learned parameters, not conversation memory by default.",It is a permanent memory of every prompt.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,1,v02712-tensors-q2-correct,true,Weight tensors can persist; activation tensors are temporary.,"Good distinction. Tensor names can describe shape, while durability depends on whether the tensor is a parameter or an activation.",,,,
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,2,v02712-tensors-q2-2-activation,false,All tensors are temporary and vanish after every token.,"That ignores learned parameter tensors. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",All tensors are temporary and vanish after every token.,activation,explicit-confusable,"Plausible because activation is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,3,v02712-tensors-q2-3-memory,false,All tensors are permanent and become model memory.,"That ignores temporary activation tensors. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",All tensors are permanent and become model memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,4,v02712-tensors-q2-4-token,false,Tensors are only visible words arranged in rows.,"The model uses numerical arrays, not visible text tables. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Tensors are only visible words arranged in rows.,token,explicit-confusable,"Plausible because token is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,1,v02712-attention-q1-correct,true,Weighting relevance between token positions in the current context.,"Insight strengthened. Attention is weighted relevance between positions, not awareness.",,,,
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,2,v02712-attention-q1-2-awareness,false,Giving the model conscious focus on the sentence.,"Attention here is a calculation, not human attention. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",Giving the model conscious focus on the sentence.,awareness,explicit-confusable,"Plausible because awareness is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,3,v02712-attention-q1-3-sampling,false,Choosing the final next token from probabilities.,"Sampling happens later after scores become probabilities. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",Choosing the final next token from probabilities.,sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,4,v02712-attention-q1-4-weight-update,false,Rewriting the model weights to remember the sentence.,"The attention pattern is temporary during inference. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Rewriting the model weights to remember the sentence.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,1,v02712-attention-q2-correct,true,Learned attention weights persist; one prompt pattern is temporary.,Good boundary. The current relevance pattern is made for this run and does not become stored memory by itself.,,,,
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,2,v02712-attention-q2-2-memory,false,Every attention link becomes a saved user memory.,"Temporary relevance patterns are not saved memory. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Every attention link becomes a saved user memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,3,v02712-attention-q2-3-retrieval,false,Attention is the same as a retrieval system searching documents.,"Retrieval can add text to context; attention works inside the model over positions. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Attention is the same as a retrieval system searching documents.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,4,v02712-attention-q2-4-hidden-state,false,Attention replaces the need for hidden states.,"Attention helps shape hidden states rather than replacing them. This makes a current-use step permanent; ordinary prompts, retrieval, and inference do not automatically rewrite weights.",Attention replaces the need for hidden states.,hidden state,explicit-confusable,"Plausible because hidden state is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,1,v02712-attention-q3-correct,true,Attention mixes information across positions; the MLP reshapes features within each position.,Good distinction. The two operations help in different ways inside a layer.,,,,
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,2,v02712-attention-q3-2-mlp,false,Attention reshapes features within one position while the MLP searches documents.,"That swaps the roles and adds retrieval where it does not belong. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",Attention reshapes features within one position while the MLP searches documents.,MLP,explicit-confusable,"Plausible because MLP is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,3,v02712-attention-q3-3-sampling,false,Attention chooses the next token while the MLP converts logits to probabilities.,"Next-token choice and softmax happen later in the Decision Room. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.",Attention chooses the next token while the MLP converts logits to probabilities.,sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,4,v02712-attention-q3-4-awareness,false,Attention is human awareness while the MLP is moral judgment.,"Both are computations, not mental or moral faculties. This gives the system human-like awareness or intent; shaped behavior is still not a mind, motive, or conscience.",Attention is human awareness while the MLP is moral judgment.,awareness,explicit-confusable,"Plausible because awareness is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,1,v02712-attention-q4-correct,true,"Inside transformer layers, shaping temporary hidden states.",Insight strengthened. Attention is one layer operation in the forward pass.,,,,
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,2,v02712-attention-q4-2-tokenization,false,"Before tokenization, deciding how text should be split.","Tokenization happens before vectors and layers. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.","Before tokenization, deciding how text should be split.",tokenization,explicit-confusable,"Plausible because tokenization is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,3,v02712-attention-q4-3-memory,false,"After sampling, permanently storing the answer.","Attention is not post-response storage. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.","After sampling, permanently storing the answer.",memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,4,v02712-attention-q4-4-rag,false,"Outside the model, searching every connected file.","That describes retrieval, not attention inside layers. This treats lookup or citation as learning or truth; retrieved evidence can help only when the system uses and checks it well.","Outside the model, searching every connected file.",RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,1,v02712-mlp-q1-correct,true,"The MLP, using learned weights to transform features at each token position.",Insight strengthened. The MLP is per-position feature reshaping inside the layer.,,,,
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,2,v02712-mlp-q1-2-attention,false,"Attention, because attention is the per-token feature reshaper.","Attention mainly handles relevance across positions. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.","Attention, because attention is the per-token feature reshaper.",attention,explicit-confusable,"Plausible because attention is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,3,v02712-mlp-q1-3-sampling,false,"Sampling, because sampling rewrites features before softmax.","Sampling chooses a token later; it does not reshape layer features. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.","Sampling, because sampling rewrites features before softmax.",sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,4,v02712-mlp-q1-4-retrieval,false,"Retrieval, because retrieval searches private files for features.","Retrieval is an outside-system step, not the MLP operation. This moves the job to a neighboring model step; tokenization, embeddings, layers, scores, and sampling do different work.","Retrieval, because retrieval searches private files for features.",retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
