stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
2,Morning Commute,2.4,token-ids,Token IDs,3,v02710-token-ids-q3,model-trace,3,v02710-token-ids-q3-raw-word,false,The model skips IDs and chooses only raw human words.,"Close, but the model works with token IDs before text is displayed. That swaps this mechanism with a nearby model step; keep the stage boundary clear.",token IDs vs raw text generation,token,same-card,Tempting because users see words on screen.
2,Morning Commute,2.4,token-ids,Token IDs,3,v02710-token-ids-q3,model-trace,4,v02710-token-ids-q3-retrieve-source,false,The ID retrieves the original training document for that word.,"This describes retrieval better than token ID lookup. Token IDs point to token representations, not original documents.",token ID lookup vs retrieval/source,retrieval,nearby-stage,Tempting because lookup sounds like fetching a source.
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,1,v02712-embeddings-q1-correct,true,A learned starting vector from the embedding table.,Insight strengthened. The embedding is the token ID's learned numerical starting point.,,,,
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,2,v02712-embeddings-q1-2-hidden-state,false,The temporary hidden state after attention has read the sentence.,"That describes a later context-shaped vector, not the starting lookup. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The temporary hidden state after attention has read the sentence.,hidden state,explicit-confusable,"Plausible because hidden state is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,3,v02712-embeddings-q1-3-token-id,false,"The integer ID itself, before any lookup happens.","The ID is a lookup key, not the vector returned by the table. Search, retrieval, and evidence use are separate system steps, and they still need checking.","The integer ID itself, before any lookup happens.",token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,1,v02712-embeddings-q1,mechanism,4,v02712-embeddings-q1-4-definition,false,A human-readable dictionary definition stored in English.,"Embeddings are numerical vectors, not text definitions. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",A human-readable dictionary definition stored in English.,definition,explicit-confusable,"Plausible because definition is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,1,v02712-embeddings-q2-correct,true,Context and layers reshape the starting vector into a temporary internal state.,Good distinction. Embeddings start the token; hidden states are shaped by context during inference.,,,,
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,2,v02712-embeddings-q2-2-weight-update,false,The embedding table rewrites itself during ordinary inference.,Ordinary inference usually uses fixed learned weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The embedding table rewrites itself during ordinary inference.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,3,v02712-embeddings-q2-3-token-id,false,The token ID changes meaning by becoming a new integer.,"The ID remains a lookup key; later vectors carry contextual information. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The token ID changes meaning by becoming a new integer.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.5,embeddings,Embeddings,2,v02712-embeddings-q2,boundary,4,v02712-embeddings-q2-4-memory,false,The model stores a permanent memory of each sentence.,Temporary hidden states are not permanent memories. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The model stores a permanent memory of each sentence.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,1,v02712-vectors-q1-correct,true,It is an ordered numerical representation the model can compute with.,Insight strengthened. Vectors let the model carry many numerical features at once.,,,,
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,2,v02712-vectors-q1-2-token-id,false,It is a single integer lookup key.,"That describes a token ID, not a vector of many values. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",It is a single integer lookup key.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,3,v02712-vectors-q1-3-tensor,false,It is a shaped block with several axes such as tokens and features.,That is closer to a tensor; a vector is one-dimensional. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,It is a shaped block with several axes such as tokens and features.,tensor,explicit-confusable,"Plausible because tensor is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,1,v02712-vectors-q1,mechanism,4,v02712-vectors-q1-4-token,false,It is the visible word shown to the user.,"Visible text is converted before the model computes with vectors. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It is the visible word shown to the user.,token,explicit-confusable,"Plausible because token is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,1,v02712-vectors-q2-correct,true,"Features are distributed across dimensions, not one neat human label each.","Good distinction. Vector meaning is spread out and computed, not stored as neat labels.",,,,
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,2,v02712-vectors-q2-2-feature,false,Each dimension is a named English category.,"That makes distributed features too literal. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Each dimension is a named English category.,feature,explicit-confusable,"Plausible because feature is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,3,v02712-vectors-q2-3-memory,false,Each vector is a saved chat memory.,A vector representation is not a stored conversation. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Each vector is a saved chat memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,2,v02712-vectors-q2,misconception-check,4,v02712-vectors-q2-4-citation,false,Each vector is a complete citation to a source.,"Vectors do not carry source citations by themselves. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Each vector is a complete citation to a source.,citation,explicit-confusable,"Plausible because citation is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,1,v02712-vectors-q3-correct,true,One can be a durable learned parameter; the other is temporary during a run.,"Good boundary. Some vectors live in learned model data, while others are temporary activations.",,,,
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,2,v02712-vectors-q3-2-memory,false,Both are permanent memories of the user conversation.,"Conversation memory is a different product feature, not what these vectors are. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",Both are permanent memories of the user conversation.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,3,v02712-vectors-q3-3-token-id,false,Both are token IDs before embedding lookup.,"A token ID is a scalar lookup key, not the vector itself. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Both are token IDs before embedding lookup.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.6,vectors,Vectors,3,v02712-vectors-q3,boundary,4,v02712-vectors-q3-4-response-token,false,Both are visible words after generation.,"Visible text is the display side, not the internal vector state. That swaps this mechanism with a nearby model step; keep the stage boundary clear.",Both are visible words after generation.,response token,explicit-confusable,"Plausible because response token is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,1,v02712-tensors-q1-correct,true,It is a shaped numerical block with dimensions model operations can use.,"Insight strengthened. Tensors organize numbers so layers can process positions, features, batches, or heads.",,,,
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,2,v02712-tensors-q1-2-token-id,false,It is one token ID for one word piece.,"A token ID is a lookup key, not a shaped numerical block. Search, retrieval, and evidence use are separate system steps, and they still need checking.",It is one token ID for one word piece.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,3,v02712-tensors-q1-3-rule-based-ai,false,It is a rule written by a programmer.,"A tensor is data the model computes over, not an if-then rule. That swaps this mechanism with a nearby model step; keep the stage boundary clear.",It is a rule written by a programmer.,rule-based AI,explicit-confusable,"Plausible because rule-based AI is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,1,v02712-tensors-q1,mechanism,4,v02712-tensors-q1-4-memory,false,It is a permanent memory of every prompt.,"Tensors can be temporary activations or learned parameters, not conversation memory by default.",It is a permanent memory of every prompt.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,1,v02712-tensors-q2-correct,true,Weight tensors can be durable; activation tensors are temporary run-time values.,"Good distinction. Tensor names can describe shape, while durability depends on whether the tensor is a parameter or an activation.",,,,
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,2,v02712-tensors-q2-2-activation,false,All tensors are temporary and vanish after every token.,That ignores learned parameter tensors. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,All tensors are temporary and vanish after every token.,activation,explicit-confusable,"Plausible because activation is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,3,v02712-tensors-q2-3-memory,false,All tensors are permanent and become model memory.,That ignores temporary activation tensors. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,All tensors are permanent and become model memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
2,Morning Commute,2.7,tensors,Tensors,2,v02712-tensors-q2,boundary,4,v02712-tensors-q2-4-token,false,Tensors are only visible words arranged in rows.,"The model uses numerical arrays, not visible text tables. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Tensors are only visible words arranged in rows.,token,explicit-confusable,"Plausible because token is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,1,v02712-attention-q1-correct,true,Weighting relevance between token positions in the current context.,"Insight strengthened. Attention is weighted relevance between positions, not awareness.",,,,
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,2,v02712-attention-q1-2-awareness,false,Giving the model conscious focus on the sentence.,"Attention here is a calculation, not human attention. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Giving the model conscious focus on the sentence.,awareness,explicit-confusable,"Plausible because awareness is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,3,v02712-attention-q1-3-sampling,false,Choosing the final next token from probabilities.,Sampling happens later after scores become probabilities. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Choosing the final next token from probabilities.,sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,1,v02712-attention-q1,application,4,v02712-attention-q1-4-weight-update,false,Rewriting the model weights to remember the sentence.,The attention pattern is temporary during inference. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Rewriting the model weights to remember the sentence.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,1,v02712-attention-q2-correct,true,"Learned attention weights persist, but one prompt's attention pattern is temporary.",Good boundary. The current relevance pattern is made for this run and does not become stored memory by itself.,,,,
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,2,v02712-attention-q2-2-memory,false,Every attention link becomes a saved user memory.,Temporary relevance patterns are not saved memory. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Every attention link becomes a saved user memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,3,v02712-attention-q2-3-retrieval,false,Attention is the same as a retrieval system searching documents.,Retrieval can add text to context; attention works inside the model over positions. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Attention is the same as a retrieval system searching documents.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,2,v02712-attention-q2,boundary,4,v02712-attention-q2-4-hidden-state,false,Attention replaces the need for hidden states.,Attention helps shape hidden states rather than replacing them. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Attention replaces the need for hidden states.,hidden state,explicit-confusable,"Plausible because hidden state is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,1,v02712-attention-q3-correct,true,Attention mixes information across positions; the MLP reshapes features within each position.,Good distinction. The two operations help in different ways inside a layer.,,,,
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,2,v02712-attention-q3-2-mlp,false,Attention reshapes features within one position while the MLP searches documents.,That swaps the roles and adds retrieval where it does not belong. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Attention reshapes features within one position while the MLP searches documents.,MLP,explicit-confusable,"Plausible because MLP is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,3,v02712-attention-q3-3-sampling,false,Attention chooses the next token while the MLP converts logits to probabilities.,Next-token choice and softmax happen later in the Decision Room. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,Attention chooses the next token while the MLP converts logits to probabilities.,sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,3,v02712-attention-q3,boundary,4,v02712-attention-q3-4-awareness,false,Attention is human awareness while the MLP is moral judgment.,"Both are computations, not mental or moral faculties. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Attention is human awareness while the MLP is moral judgment.,awareness,explicit-confusable,"Plausible because awareness is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,1,v02712-attention-q4-correct,true,"Inside transformer layers, shaping temporary hidden states from current context.",Insight strengthened. Attention is one layer operation in the forward pass.,,,,
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,2,v02712-attention-q4-2-tokenization,false,"Before tokenization, deciding how text should be split.","Tokenization happens before vectors and layers. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.","Before tokenization, deciding how text should be split.",tokenization,explicit-confusable,"Plausible because tokenization is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,3,v02712-attention-q4-3-memory,false,"After sampling, permanently storing the answer.",Attention is not post-response storage. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,"After sampling, permanently storing the answer.",memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.1,attention,Attention,4,v02712-attention-q4,model-trace,4,v02712-attention-q4-4-rag,false,"Outside the model, searching every connected file.","That describes retrieval, not attention inside layers. Search, retrieval, and evidence use are separate system steps, and they still need checking.","Outside the model, searching every connected file.",RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,1,v02712-mlp-q1-correct,true,"The MLP, using learned weights to transform features at each token position.",Insight strengthened. The MLP is per-position feature reshaping inside the layer.,,,,
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,2,v02712-mlp-q1-2-attention,false,"Attention, because attention is the per-token feature reshaper.",Attention mainly handles relevance across positions. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,"Attention, because attention is the per-token feature reshaper.",attention,explicit-confusable,"Plausible because attention is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,3,v02712-mlp-q1-3-sampling,false,"Sampling, because sampling rewrites features before softmax.",Sampling chooses a token later; it does not reshape layer features. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,"Sampling, because sampling rewrites features before softmax.",sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,1,v02712-mlp-q1,mechanism,4,v02712-mlp-q1-4-retrieval,false,"Retrieval, because retrieval searches private files for features.","Retrieval is an outside-system step, not the MLP operation. That swaps this mechanism with a nearby model step; keep the stage boundary clear.","Retrieval, because retrieval searches private files for features.",retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,2,v02712-mlp-q2,boundary,1,v02712-mlp-q2-correct,true,The learned MLP parameters persist; this prompt's activations do not.,Good boundary. Durable weights and temporary activations are different parts of the same operation.,,,,
3,Workday,3.2,mlp,MLP,2,v02712-mlp-q2,boundary,2,v02712-mlp-q2-2-weight-update,false,Every activation becomes a new model weight.,Ordinary inference does not turn activations into weight updates. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Every activation becomes a new model weight.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,2,v02712-mlp-q2,boundary,3,v02712-mlp-q2-3-parameter,false,The MLP has no learned parameters at all.,The MLP uses learned weights even during inference. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The MLP has no learned parameters at all.,parameter,explicit-confusable,"Plausible because parameter is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,2,v02712-mlp-q2,boundary,4,v02712-mlp-q2-4-memory,false,The MLP stores the user prompt as permanent memory.,Temporary activations are not user memory. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The MLP stores the user prompt as permanent memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,3,v02712-mlp-q3,misconception-check,1,v02712-mlp-q3-correct,true,"Attention, because attention weights relevance between token positions.",Good distinction. Pronoun-style cross-position relevance belongs to attention more than the MLP.,,,,
3,Workday,3.2,mlp,MLP,3,v02712-mlp-q3,misconception-check,2,v02712-mlp-q3-2-softmax,false,"Softmax, because softmax links words across the context.",Softmax converts scores to probabilities later. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,"Softmax, because softmax links words across the context.",softmax,explicit-confusable,"Plausible because softmax is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,3,v02712-mlp-q3,misconception-check,3,v02712-mlp-q3-3-token-id,false,"Token IDs, because IDs compare sentence positions.","IDs are lookup numbers, not cross-position relevance. Search, retrieval, and evidence use are separate system steps, and they still need checking.","Token IDs, because IDs compare sentence positions.",token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.2,mlp,MLP,3,v02712-mlp-q3,misconception-check,4,v02712-mlp-q3-4-fine-tuning,false,"Fine-tuning, because every pronoun link updates weights.",Fine-tuning is training; this is an inference-time operation. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,"Fine-tuning, because every pronoun link updates weights.",fine-tuning,explicit-confusable,"Plausible because fine-tuning is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,1,v02712-layers-q1,mechanism,1,v02712-layers-q1-correct,true,Temporary hidden states for each token position.,Insight strengthened. Layers repeatedly transform internal states during the forward pass.,,,,
3,Workday,3.3,layers,Layers,1,v02712-layers-q1,mechanism,2,v02712-layers-q1-2-training-data,false,The original training dataset.,The dataset is not being edited during inference. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The original training dataset.,training data,explicit-confusable,"Plausible because training data is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,1,v02712-layers-q1,mechanism,3,v02712-layers-q1-3-interface,false,The user interface around the model.,"The UI may wrap the model, but layers are internal model operations. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",The user interface around the model.,interface,explicit-confusable,"Plausible because interface is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,1,v02712-layers-q1,mechanism,4,v02712-layers-q1-4-memory,false,A permanent memory of the conversation.,Hidden states are temporary unless another system stores information separately. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,A permanent memory of the conversation.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,2,v02712-layers-q2,boundary,1,v02712-layers-q2-correct,true,Durable layer parameters differ from temporary layer activations.,"Good distinction. A layer contains learned weights, but each prompt creates temporary values.",,,,
3,Workday,3.3,layers,Layers,2,v02712-layers-q2,boundary,2,v02712-layers-q2-2-weight-update,false,Every layer activation becomes durable training.,Activations during inference usually do not update weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Every layer activation becomes durable training.,weight update,explicit-confusable,"Plausible because weight update is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,2,v02712-layers-q2,boundary,3,v02712-layers-q2-3-parameter,false,Layer weights vanish after each response.,Learned parameters are reused in future runs. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Layer weights vanish after each response.,parameter,explicit-confusable,"Plausible because parameter is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,2,v02712-layers-q2,boundary,4,v02712-layers-q2-4-response,false,Layers are only visible paragraphs in the answer.,"Layers are internal computations, not the displayed response. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Layers are only visible paragraphs in the answer.,response,explicit-confusable,"Plausible because response is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,3,v02712-layers-q3,misconception-check,1,v02712-layers-q3-correct,true,"Layers are repeated numerical transformations, not conscious reasoning steps.",Good myth repair. Layer depth can support complex computation without implying human thought.,,,,
3,Workday,3.3,layers,Layers,3,v02712-layers-q3,misconception-check,2,v02712-layers-q3-2-consciousness,false,Each layer is a separate conscious agent debating the answer.,"That adds minds where there are computations. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Each layer is a separate conscious agent debating the answer.,consciousness,explicit-confusable,"Plausible because consciousness is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,3,v02712-layers-q3,misconception-check,3,v02712-layers-q3-3-retrieval,false,Each layer performs a live web search.,"Retrieval is outside the layer stack unless a system adds it. Search, retrieval, and evidence use are separate system steps, and they still need checking.",Each layer performs a live web search.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,3,v02712-layers-q3,misconception-check,4,v02712-layers-q3-4-alignment,false,Each layer stores a moral rule chosen by the user.,"Policy behavior is not the same as each layer being a moral rule. The behavior can be shaped without giving the model human awareness, intent, or moral agency.",Each layer stores a moral rule chosen by the user.,alignment,explicit-confusable,"Plausible because alignment is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,4,v02712-layers-q4,model-trace,1,v02712-layers-q4-correct,true,They carry signal forward while attention and MLP transformations repeat.,"Insight strengthened. The layer stack is a pattern of transformations, not one single operation.",,,,
3,Workday,3.3,layers,Layers,4,v02712-layers-q4,model-trace,2,v02712-layers-q4-2-sampling,false,They are the steps that sample the final token.,Sampling happens after the layer stack produces next-token scores. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,They are the steps that sample the final token.,sampling,explicit-confusable,"Plausible because sampling is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,4,v02712-layers-q4,model-trace,3,v02712-layers-q4-3-rag,false,They are retrieval indexes for outside documents.,Retrieval indexes are outside the transformer layer operations. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,They are retrieval indexes for outside documents.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.3,layers,Layers,4,v02712-layers-q4,model-trace,4,v02712-layers-q4-4-training,false,They permanently add user corrections into weights.,Training updates weights; ordinary layer flow does not. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,They permanently add user corrections into weights.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,1,v02712-hidden-states-q1,application,1,v02712-hidden-states-q1-correct,true,Context and layer operations shape a temporary vector for that token position.,Insight strengthened. Hidden states are internal vectors shaped by the current context.,,,,
3,Workday,3.4,hidden-states,Hidden States,1,v02712-hidden-states-q1,application,2,v02712-hidden-states-q1-2-token-id,false,The token ID changes into a new permanent ID.,The token ID is a lookup key; hidden states carry contextual information. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,The token ID changes into a new permanent ID.,token ID,explicit-confusable,"Plausible because token ID is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,1,v02712-hidden-states-q1,application,3,v02712-hidden-states-q1-3-memory,false,The model saves both sentences as memories.,"Temporary hidden states are not saved memories by themselves. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",The model saves both sentences as memories.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,1,v02712-hidden-states-q1,application,4,v02712-hidden-states-q1-4-tokenization,false,The tokenizer splits the word only after attention.,Tokenization happens before embeddings and layers. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,The tokenizer splits the word only after attention.,tokenization,explicit-confusable,"Plausible because tokenization is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,2,v02712-hidden-states-q2,mechanism,1,v02712-hidden-states-q2-correct,true,"The state is internal numerical data, not visible text shown to the user.",Good distinction. Hidden states are model-internal activations.,,,,
3,Workday,3.4,hidden-states,Hidden States,2,v02712-hidden-states-q2,mechanism,2,v02712-hidden-states-q2-2-thought,false,The model is hiding secret English thoughts.,"Hidden states are numbers, not encrypted inner speech. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",The model is hiding secret English thoughts.,thought,explicit-confusable,"Plausible because thought is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,2,v02712-hidden-states-q2,mechanism,3,v02712-hidden-states-q2-3-source,false,The state is a private source document.,"A hidden state is not a stored document. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The state is a private source document.,source,explicit-confusable,"Plausible because source is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,2,v02712-hidden-states-q2,mechanism,4,v02712-hidden-states-q2-4-guardrail,false,The state is a policy filter outside the model.,"Policy filters are product controls, not internal hidden states. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",The state is a policy filter outside the model.,guardrail,explicit-confusable,"Plausible because guardrail is nearby, but this choice preserves a misconception the card is designed to correct."
3,Workday,3.4,hidden-states,Hidden States,3,v02712-hidden-states-q3,boundary,1,v02712-hidden-states-q3-correct,true,They are temporary activations for the current run.,Good boundary. Hidden states appear during the forward pass and are not durable weight changes.,,,,
